,0,1,2,3,4,5,6,7,8,9
train_mean,1999.5713277977036,1999.0925220639087,1999.7852401896455,2000.0564597218727,1999.3104192589462,1999.9699425256981,1999.7946383674823,1998.9392163663301,1999.164696325086,1999.7239546882215
train_std,140.89453316786853,140.8173961734606,140.87498995715168,140.45571821927876,140.8102412803103,141.32247256114314,141.13886983867386,141.4486989954885,140.9429576736166,141.1594786570133
